277,F,"Masoumeh Ebtekar, vice-president of Iran for women and family affairs, is another high-ranking official who tested positive for the virus",3,,,,
278,F,"Iraj Harirchi claims there are more than 10,000 confirmed cases and 1,400 deaths in the country",3,,,,
279,F,"Gargling vinegar and rosewater or vinegar and salt"" would protect against the Covid-19",3,,,,
283,F,Kiko Pangilinan called on the Philippine government to exempt children from total lockdown during COVID-19 emergency,3,,,,
285,T,Facebook's chief says the social network is removing false claims and ads for fake cures,4,,,,
287,F,Photo shows trucks in Italy to transport COVID-19 corpses,3,,,,
296,F,Photo of a vaccine developed by US scientists for COVID-19,3,,,,
301,F,"In France, a woman said that she has “a very very very well placed uncle�?with ties to national ministers from whom she got information that the whole country would soon be in full quarantine",3,,,,
302,F,Photos show 'crying president of Italy' and coffins of Italy's COVID-19 victims,3,,,,
303,F,"In March, Jair Bolsonaro said he tested positive for the novel coronavirus",3,,,,
304,F,"Philippines' Social Security System or SSS will give P20,000 to each of its members as financial aid during COVID-19 outbreak",3,,,,
306,F,"If you have a runny nose and sputum, you have a common cold, not Covid-19",3,,,,
307,F,"Photos show military was drafted to maintain public order during COVID-19 outbreak in USA, South Korea, India, China, Japan, Vietnam, and Iran",3,,,,
311,F,People dressed in military fatigues walking through Clapham Junction claims to be proof that the government is locking down the area or London more widely because of the new coronavirus,3,,,,
312,F,"Soldiers in Clapham today, make sure you get food you need to last you as it looks like a lockdown will be happening tomorrow #covid19UK",3,,,,
313,F,London shutdown on last Friday. Troops spotted in Clapham.,3,,,,
315,F,Staying hydrated can help you prevent Covid-19,3,,,,
316,F,"Royal Mail has instructed staff to step away from customers when making deliveries, and if necessary to sign for items on their behalf",3,,,,
333,F,"If the virus is exposed to a temperature of 26-27ºC. It will be killed, as it does not live in hot regions. Also drinking hot water and sun exposure will do the trick and staying away from ice cream and cold food is advised",3,,,,
335,F,People who suspect they have Covid-19 to hold their breath to check for lung fibrosis and drink water regularly to ensure that any virus caught orally will be washed into the stomach and killed,3,,,,
339,F,President Donald Trump “will evoke (sic) what is called the Stafford act�?and “order a two week mandatory quarantine for the nation.�?,3,,,,
341,F,"Image shows PM Narendra Modi meeting Kanika Kapoor, while the latter was infected with COVID-19 coronavirus",3,,,,
342,F,"Man visited Albany, N.Y. days before dying from coronavirus",3,,,,
343,U,For coronavirus cases “in the U.S. 38% of those hospitalized are under 35.�?,4,,,,
345,T,"Health officials advise people to wash their hands regularly, avoid touching their faces and disinfect their homes daily to prevent the spread of the coronavirus",3,,,,
346,F,People are going door to door in Colorado Springs stating they are COVID testing so they can rob people!!!,3,,,,
347,F,Image shows dead bodies of COVID-19 patients in Italy,3,,,,
348,U,"Over a 45-minute period that we had the press conference�?on the coronavirus on March 13, 2020, the stock market set ""an all-time record",3,,,,
349,F,Justin Trudeau's wife Sophie Trudeau films herself from ICU after testing positive for Covid-19,3,,,,
351,T,Research shows the genetic makeup of COVID-19 precludes it from being man-made,3,,,,
355,U,Italy’s overwhelmed hospitals are treating elderly COVID-19 patients as a lower priority,3,,,,
358,F,Picture shows Sri Lankan pilot tested positive for COVID-19,3,,,,
360,F,MSNBC actually said on air ‘I hope enough people die from coronavirus that it harms Trump’s re-election,3,,,,
361,F,"Says imposters in hazmat suits are going door to door in Stockton, Calif., saying they are checking residents for fever or COVID-19, but they “will enter your home and physically attempt robbery.”",3,,,,
362,T,"Kelly Alexander says ""most"" NC legislators are in the ""high risk age group"" for coronavirus",3,,,,
364,F,In South Florida “all children and adults must remain in their homes�?due to coronavirus,3,,,,
366,F,"President Donald Trump will soon lock down the entire country to prevent the spread of COVID-19, which had infected 4,226 people in the United States as of March 17",3,,,,
372,T,Gaetz and Cruz both placed themselves in self-quarantine after coming in contact with a person who tested positive for the coronavirus at a conservative political conference,3,,,,
375,F,Indian government distributing free face masks during COVID-19 pandemic,3,,,,
386,T,"Most quarantine decisions are up to states and localities, rather than the CDC",3,,,,
388,F,Novel coronavirus can be transmitted by houseflies,3,,,,
389,F,Government to spray medicine at night after 10 PM to kill the COVID-19,3,,,,
390,F,President Donald Trump said COVID-19 is Democrats�?“new hoax.�?,3,,,,
391,F,Photo shows coffins of COVID-19 fatalities in Italy,3,,,,
394,T,Reports from the World Health Organization and the U.S. CDC found that mild cases account for 75-to-80% of all cases,3,,,,
396,T,Holding your breath for 10 seconds isn’t a way to test that you don’t have COVID-19,3,,,,
400,F,Now it’s actually the safest time to fly,3,,,,
401,T,Older Americans and those with chronic conditions are advised to reconsider all travel plans to avoid COVID-19,3,,,,
403,F,"If you don’t have insurance and can’t afford to take the $3,200 test for the virus ($1,000 with insurance), DONATE BLOOD. They HAVE to test you for the virus in order to donate blood. Tell your friends! Tell your family!!!!",3,,,,
409,T,"Health insurance companies said they will waive costs for coronavirus tests, not treatment",3,,,,
412,T,"In Italy, people must stay home except for work or emergencies",3,,,,
413,T,"Italian prime minister has announced that the entire country goes into quarantine, as part of emergency measures aimed at halting the spread of the coronavirus",3,,,,
416,U,Spreading so fast that it will infect 70% of humanity this year,3,,,,
420,F,How lockdown is executed in Spain or the USA,3,,,,
423,F,Nancy Pelosi delayed coronavirus funding so “Dems could campaign on it.�?,3,,,,
427,F,President Trump has come into contact with a potential coronavirus sufferer,3,,,,
430,F,People Of Color May Be Immune To The Coronavirus Because Of Melanin,3,,,,
431,F,Melanin can protect against coronavirus,3,,,,
433,U,Researchers at the Erasmus Medical Center claim to have found an antibody against coronavirus,3,,,,
438,F,Starting in March if you travel outside of the United States you won’t be allowed back in the country “due to high risk of the coronavirus.�?,3,,,,
439,F,STARTING NEXT WEEK MARCH 3/2020!!!!!! IF YOU LEAVE ANYWHERE OUTSIDE OF THE UNITED STATES OF AMERICA YOU WILL NOT BE ALLOWED BACK INTO THE UNITED STATES DUE TO HIGH RISK OF THE Coronavirus so if anyone is planning a big trip or cruise please be aware!!!!!,3,,,,
446,F,Lindsey Graham said that President Trump probably knows more about medicine and specifically viruses than any of the so-called scientists at the NIH and CDC,3,,,,
447,T,"Italy is hit hard, experts say, only because they have the oldest population in Europe",3,,,,
450,T,Scientists in Israel are likely to announce the development of a coronavirus vaccine,3,,,,
455,F,No one has died from the coronavirus in the United States,3,,,,
456,F,President Donald Trump spawned the “Wuhan super virus outbreak under code name ‘zyphr.’�?,3,,,,
457,U,Plasma from newly recovered patients from Covid -19 can treat others infected by Covid-19,3,,,,
463,F,In ‘Resident Evil�?the Umbrella Corporation releases a virus that infects the people of Raccoon City. A biological research lab with the exact same logo as the Umbrella Corporation can be found in the city where the coronavirus outbreak originated,3,,,,
467,F,Poll Finds 38% of Americans Say They Will Not Drink Corona Beer Because of Virus,3,,,,
468,F,Press Release By PMO India On Restriction Of Movement Due To COVID-19 Outbreak,3,,,,
469,F,"Hair weave and lace fronts manufactured in China may contain the coronavirus. It may be time to show us what your scalp and edges really look like, ladies",3,,,,
470,F,Hair extensions are a source of the 2019 coronavirus,3,,,,
473,F,If you have the Flu�?get these two items�?Sambucol (and) Oscillococcinum�?in 48 hours you will feel better. In 72 hours you will be almost symptom-free,3,,,,
474,F,Homeopathic supplements have proven to treat the flu,3,,,,
475,F,Homeopathic supplements can rid you of flu symptoms after only three days,3,,,,
476,F,"High levels of sulfur dioxide in Wuhan “may be a sign of mass cremations of victims of the coronavirus.""",3,,,,
478,F,"Sulfur dioxide is a gas that is released when organic matter, such as human bodies, are burned. This alarmingly high level of the gas may be a sign of mass cremations of victims of the coronavirus",3,,,,
481,F,Muslims are proved not to get coronavirus,3,,,,
482,F,MashaaAllah hundreds converted to Islam in Philippines after it’s proven that the coronavirus doesn’t affect Muslims,3,,,,
483,F,Genuine Philippine Department of Health advisory states clinics will turn away people showing COVID-19 symptoms,3,,,,
485,F,Marijuana can treat 2019 novel coronavirus,3,,,,
486,F,Smoking are recommended as coronavirus remedies,3,,,,
487,F,Smoking can help prevent the coronavirus,3,,,,
489,T,Global health agencies and medical mask producers agree that the colored side of the mask should always be worn on the outside,3,,,,
498,F,Photos show people in India bathing in cow dung to prevent COVID-19 infection,3,,,,
503,F,"So.. patent on this ‘new�?Corona virus expired on the 22nd, today.. We have a sudden outbreak. There's magically already a vaccine available.. And NOW fear mongering spread by the media about quarantine",3,,,,
508,T,Protesters on the Mexican side of a border crossing with Arizona blocked southbound lanes Wednesday demanding the Mexican government require health screening for travelers entering Mexico from the United States to prevent the spread of the coronavirus,3,,,,
509,T,NBC Universal CEO Jeff Shell tested positive for coronavirus,3,,,,
510,F,"Press Release on movement restriction for COVID-19 outbreak by National Security Council, PMO (India)",3,,,,
512,F,Headline claims Japan 'finally' produces drug vs COVID-19,3,,,,
514,T,Rob Reiner took to Twitter to accuse President Donald Trump of causing people in New York to die amid the ongoing coronavirus pandemic,3,,,,
516,T,Maria Bartiromo on jobless claims spiking to record-high as coronavirus shuts down economy,3,,,,
518,F,"Referring to the ongoing COVID-19 pandemic, U.S. President Donald Trump said, ""People are dying today that have never died before.""",3,,,,
523,T,New Orleans emerging as major coronavirus outbreak epicenter. COVID-19 infections spike in Louisiana,3,,,,
526,F,Genuine news report says Australian scientists found bananas prevent COVID-19,3,,,,
534,T,Sports leagues across the globe have suspended their seasons in response to the COVID-19 outbreak,3,,,,
535,T,Rep. Dan Kildee: Senate’s bipartisan COVID-19 bill will support families through crisis,3,,,,
538,T,Hilaria and Alec Baldwin revealed that they don’t discuss the coronavirus around their three children in an effort to avoid “contaminating them with fear.�?,3,,,,
539,T,NY becomes first state to test plasma treatment for COVID-19,3,,,,
540,T,"Peter Navarro: White House working with FEMA, HHS to ensure health care workers receive protective gear",3,,,,
544,T,"Harvey Weinstein is 'feeling well' after coronavirus diagnosis, struggling with life in prison",3,,,,
548,T,"Italy’s coronavirus cases slow for fourth day in a row �?but Spain’s death toll jumps past 4,000",3,,,,
550,T,"Meghan Markle has forbidden Prince Harry from traveling amid the coronavirus pandemic, including a trip overseas to see his father Prince Charles, who tested positive for COVID-19",3,,,,
552,T,"Homeless man in Las Vegas tests positive for coronavirus, was in facilities while symptomatic: officials",3,,,,
555,T,New Orleans Saints head coach Sean Payton said in a radio interview Wednesday he was “cleared�?and “doing well�?a week after he announced he had contracted the coronavirus,3,,,,
562,T,More than 200 U.S. Army soldiers are deploying in New York Thursday to provide a “full range of health care services�?to the state fighting the most coronavirus cases in the country,3,,,,
563,T,New York’s Elmhurst Hospital at coronavirus breaking point as 13 patients die in 24-hour span,3,,,,
564,T,"Prince Charles is 'enormously grateful' for the kind messages he's received following his coronavirus diagnosis, his office confirmed",3,,,,
571,T,Former Vice President Joe Biden wants Americans to know how he’d implement the massive $2 trillion coronavirus package to jumpstart the economy if he were in the White House,4,,,,
574,F,"Israel has no confirmed cases of the novel coronavirus, COVID-19",3,,,,
578,T,"Rita Wilson says she's 'feeling good, still in quarantine' 2 weeks after testing positive for coronavirus. Tom Hanks' wife has provided a health update two weeks after testing positive for the coronavirus",3,,,,
581,T,Real Madrid star Luka Jovic is facing jail time for breaking coronavirus quarantine in Spain to see his pregnant girlfriend last week in Serbia,3,,,,
582,T,NY emergency doctor says patients' COVID-19 symptoms are slowly growing more severe,3,,,,
583,T,"Life Time Fitness CEO Bahram Akradi said Wednesday his company will be forced to furlough almost all of its workforce if Congress doesn't act and President Trump is unable to set an ""end date"" for the economic shutdown caused by coronavirus",3,,,,
585,T,Major League Baseball Commissioner Rob Manfred expressed optimism about a return date Wednesday �?one day before Opening Day was set to begin but was delayed because of the coronavirus outbreak,3,,,,
588,T,People in U.S. who intentionally spread coronavirus could face criminal charges,3,,,,
590,T,FISA court delays deadline for DOJ's proposed reforms amid coronavirus,4,,,,
594,T,Former Advisor to Lady Thatcher Nile Gardiner joins Trace Gallagher to discuss how the United Kingdom has handled the coronavirus,4,,,,
595,T,International Lawyer David Tarfuri joins Trace Gallagher to discuss India's decision to lockdown for 21 days amid coronavirus pandemic,3,,,,
596,F,"Korean drama 'My Secret, Terrius' predicted coronavirus outbreak",3,,,,
597,T,Federal agents on Wednesday arrested a Southern California man who allegedly claimed to have a cure for the coronavirus and was selling the fake antidote using Earvin “Magic�?Johnson’s name as a ruse to lure investors,4,,,,
598,T,Los Angeles' historic and exclusive Chateau Marmont has reportedly laid off almost all of its employees as the coronavirus pandemic has forced occupancy rates to lower than 30 percent in Southern California,3,,,,
600,T,Singapore has begun penalizing people who refused to adhere to social distancing in the latest bid to curb the virus,3,,,,
602,T,"Kim Kardashian is spending her coronavirus quarantine time thumbing through old snaps of herself on getaways, and wishing she was on vacation",3,,,,
604,T,"R. Kelly asked to be freed from a federal jail on Thursday, citing coronavirus concerns as the reason for his release",3,,,,
606,F,Inhaling the steam of sea salt and orange peelings can prevent coronavirus infection,3,,,,
608,T,"Hilarie Burton says she's been sewing masks for health care workers, encourages fans to do the same",3,,,,
611,T,"Idris Elba announced on Monday that he tested positive for coronavirus despite being asymptomatic. Since then, the 47-year-old actor has updated his fans, saying that he's ""feeling OK,"" and urging followers to take care of themselves",3,,,,
616,T,"Singer-songwriter Charlotte Lawrence, 19, said on March 17 that she had contracted the virus. In her Instagram announcement, Lawrence asked her fans ""to protect those less able to survive this virus.""",3,,,,
621,T,"Rapper Scarface -- real name Brad Jordan -- has revealed that he tested positive for coronavirus. The musician made the announcement on his former bandmate's YouTube channel, saying the last few weeks have ""been an ordeal.""",3,,,,
622,T,"Gwen Stefani is helping Blake Shelton out with his mullet, which he's growing out as a ""symbol of hope"" during the coronavirus quarantine",3,,,,
628,T,"MLB, Fanatics use old jersey material to make coronavirus masks, gowns",3,,,,
629,T,New York furniture manufacturer begins 3D printing face shields,3,,,,
630,T,Princes George and Louis and Princess Charlotte are showing their appreciation for healthcare workers fighting the coronavirus,3,,,,
631,T,"Pope Francis has tested negative for COVID-19, Italian media reported just days after the Vatican confirmed four positive cases",3,,,,
633,T,MTA to cut NYC subway service by 25 percent; Dr. Saud Sadiq on mass transit's impact on coronavirus spread,3,,,,
637,T,"Miami mayor on his coronavirus recovery, decision to impose a curfew",3,,,,
638,T,New York to start blood plasma treatment for COVID-19,3,,,,
639,T,Governors Ball 2020 canceled in New York City because of coronavirus,3,,,,
641,F,"India’s Minister of State for AYUSH Shripad Naik held a press conference claiming that Prince Charles followed the rules of Ayurveda, due to which he is recovering so soon",2,,,,
643,F,Ministry of Health blocked the respirators that Seat was producing in Spain,3,,,,
644,F,Government and media hides death and coffins in a parking in Spain,3,,,,
654,T,"Montana may be the third-lowest state in terms of population density in the U.S., but it hasn't stopped its Fish, Wildlife and Parks Department from coming up with unique ways to recommend social distancing to its residents amid the coronavirus outbreak",3,,,,
656,F,News about COVID-19 can only be shared after seeking the government’s permission,3,,,,
662,F,"Mostly Dr. Charles Lieber, a Harvard professor, was arrested for creating coronavirus and selling it to China",3,,,,
663,F,Mostly Brazilians observed Indian Prime Minister Narendra Modi’s “lights out” call,3,,,,
665,T,olsonaro calls Brazilian cities' coronavirus lockdowns a 'crime',3,,,,
667,T,"Los Angeles to shut off water, power of nonessential businesses that refuse to close amid coronavirus",3,,,,
668,T,"Researchers have identified nearly 70 drug therapies that could relieve coronavirus symptoms, and with clinical trials being fast-tracked, it’s difficult to keep track of them",3,,,,
669,F,Mostly WHO has released “protocols and procedures” of lockdown periods to fight Covid-19,3,,,,
671,T,"Foreign leaders from the Group of Seven (G-7) failed to agree on a joint declaration because of Secretary of State Mike Pompeo's insistence that they refer to the coronavirus as the ""Wuhan virus,"" according to media reports",4,,,,
672,T,Jussie Smollett says he is on “quarantine day 421�?amid the coronavirus outbreak while he awaits trial for allegedly staging a hate crime against himself,3,,,,
675,T,"NBC has decided to pull the upcoming episode of ""New Amsterdam"" about a flu pandemic that hits New York City out of respect for those battling the coronavirus outbreak",3,,,,
677,T,Fox Nation will present a private concert with country music star John Rich live from his Nashville home on Friday at 8 p.m. ET to provide some entertainment to Americans stuck at home amid the coronavirus pandemic,4,,,,
678,T,"Just weeks after all of Broadway was shut down, the annual Tony Awards have also been postponed this year as the coronavirus continues to spread throughout New York City and the globe",3,,,,
682,T,President Trump issued a major disaster declaration for Texas on Wednesday amid concerns over the spread of the novel coronavirus,3,,,,
685,T,Spanish authorities have arrested more than 900 people who flaunted government orders to stay inside as the coronavirus continues to batter the country,3,,,,
686,T,"Gangs in some of Brazil’s poorest neighborhoods have, in the absence of state intervention, been imposing curfew on residents to curb the spread of the COVID-19, according to a report",3,,,,
687,T,Farmers rush to supply spuds during coronavirus outbreak,4,,,,
689,T,"Rep. Seth Moulton, who briefly sought the 2020 Democratic nomination for president, revealed Wednesday he is under self-quarantine after experiencing symptoms of the novel coronavirus, but said he does not “qualify�?for a test",3,,,,
690,T,New Jersey Gov. Phil Murphy chided a man facing charges for allegedly coughing on a Wegman’s grocery store employee and then claiming he contracted the coronavirus; reaction and analysis from Fox News senior judicial analyst Judge Andrew Napolitano,3,,,,
691,T,Police officer in San Diego helped a 95-year-old man by going to get groceries and food for him during the coronavirus pandemic,3,,,,
692,T,Neighbors use RC car to drive beer to each other to maintain social distancing,3,,,,
693,T,"NYPD struggling to supply cops with gloves, masks amid jump in coronavirus cases within force",3,,,,
694,T,"Regional, national supermarket chains install dividers at cash registers in US",3,,,,
708,T,Officials in South Korea said Wednesday that they plan to provide coronavirus testing kits to the U.S. after President Trump made a request for help to cope with the pandemic,3,,,,
709,T,National Park Service asks people to practice social distance during coronavirus pandemic,3,,,,
716,T,"Miami Beach Fire and Rescue has formed the first COVID-19 response unit in South Florida, assembling a team of firefighters and paramedics dedicated solely to 911 calls involving suspected coronavirus patients",3,,,,
717,T,"President Trump congratulated Japanese Prime Minister Shinzo Abe Wednesday and the International Olympic Committee for their “very wise decision�?to reschedule the summer olympics to 2021, amid the coronavirus pandemic",3,,,,
723,F,Image showing Indian Political party (DMK) workers demonstrating with Go Corona Back balloon,3,,,,
729,T,"New Zealand Rugby is 'fighting for survival' amid shutdown over coronavirus, official says",3,,,,
731,T,"Pope Francis is calling on Christians around the world to recite the Lord's Prayer, commonly referred to as the Our Father in the Catholic Church, at noon Wednesday as the coronavirus continues to spread",3,,,,
734,T,Nevada Gov. Steve Sisolak has restricted the prescription of two malaria medications that President Trump named as potential remedies for coronavirus,3,,,,
739,T,India cricket captain Virat Kohli and his Bollywood actress wife Anushka Sharma have posted a video message to their compatriots urging them to stay at home for the next three weeks in a bid to slow the spread of the coronavirus,2,,,,
740,F,misplaced A video that shows the dead bodies being taken away in a convoy of cars is from a hospital in Iran,3,,,,
743,T,"For Anna, a 33-year-old American woman stranded in a Peruvian hotel room and out of life-saving medication to treat her auto-immune disease",4,,,,
745,F,Muslim youth is spreading COVID-19 by licking plates in Nizzamuddin Markaz in India,3,,,,
747,T,"Marketers of the ""Coronavirus Defender Patch,"" a product touted as helping to protect users from getting the virus, were sent cease-and-desist letters Tuesday by Michigan's attorney general",3,,,,
750,F,Homemade masks prevent the spread of coronavirus,3,,,,
751,T,Nine female inmates from a minimum-security unit of a South Dakota jail escaped after a separate prisoner tested positive for coronavirus,3,,,,
755,T,"Special COVID-19 rescue unit created in Florida. Miami Beach Fire and Rescue team wears extra protective gear, gets decontamination after every call; Phil Keating reports",3,,,,
758,T,Missouri zoo closed due to coronavirus asks people to write letters to the animals,3,,,,
760,T,Missouri to waive fishing permit requirements during coronavirus outbreak,3,,,,
762,T,"Lady Gaga has decided to postpone the release of her forthcoming album, “Chromatica,�?for now",3,,,,
765,F,"Mariano Rajoy, Esperanza Aguirre or Christine Lagarde have said that if pensioners died the world would save money",3,,,,
767,T,"Romney tests negative for coronavirus, but remains absent in Senate",3,,,,
769,T,Grocery stores of Food Town president Mike Lewis change hours of operations to protect at-risk shoppers during outbreak,3,,,,
772,T,"Several groups in US are working to get unused masks, gowns and other personal protection equipment (PPE)  items into the hands of the medical community by asking people for their unused items",3,,,,
776,T,New York dressmaker Nancy Sinoway is adapting her business and making face masks to help her community amid the coronavirus pandemic,3,,,,
778,F,Spanish hospitals are injecting MMS to COVID-19 patients to cure them,3,,,,
780,F,"For every click on the Italian song Rinascerò rinascerai, YouTube donates money to a hospital in Bergamo",4,,,,
785,T,"Major pizza chains looking to hire 60,000 new workers amid coronavirus shutdowns in US",3,,,,
787,T,Inter Miami owner David Beckham has altered the MLS’s team logo in the wake of the coronavirus pandemic to encourage social distancing after the league announced last week that it intends to play a full season,3,,,,
788,T,Massachusetts officials announced that hundreds of day care sites will open to accommodate those who are forced to work during the coronavirus pandemic,3,,,,
789,T,Korean Basketball League cancels season due to coronavirus concerns: report,3,,,,
790,T,Ford pushing production suspension beyond March 30 due to coronavirus response,4,,,,
792,F,"Posts on social media claim there is a US patent on the novel coronavirus and a European one for a vaccine, citing specific patent numbers",3,,,,
793,T,NASA confirms Kennedy Space Center employee tests positive for coronavirus,3,,,,
794,T,Peeps manufacturer shutting down production amid coronavirus outbreak in US,3,,,,
795,T,"Hillsong Pastor Carl Lentz, a prominent Hillsong Church pastor in New York City tests positive for coronavirus: 'The symptoms are so real'",3,,,,
801,T,Pittsburgh Pirates players buy 400 pizzas for hospital staff on coronavirus front lines. The Pittsburgh Pirates were the next team to step up to the plate during the coronavirus pandemic,3,,,,
802,T,New York State says that it will fight the coronavirus outbreak by using the blood plasma of recovered patients,3,,,,
807,F,"Facebook posts shared thousands of times recommend various practices to prevent COVID-19, including gargling salt water, drinking tea and avoiding ice cream",4,,,,
808,F,"Posts shared more than 20,000 times on Facebook feature a photo of a crying child and two others showing a woman and a man in hospital beds, claiming that the boy’s parents are infected with the novel coronavirus",3,,,,
812,T,Hospital system sets up coronavirus testing sites at Charlotte Motor Speedway,3,,,,
813,T,Professional truck driver Bill Hambrick and Highway Angel program spokesperson Lindsay Lawlwer brave coronavirus outbreak to deliver goods,3,,,,
817,T,"Rep. Denver Riggleman, owner of the Silverback Distillery, has turned his whiskey-making operation into a hand sanitizer factory",3,,,,
820,T,Jamie Otis took to Instagram to apologize for traveling with her family and putting other people at risk amid the coronavirus outbreak,3,,,,
823,T,Rhode Island postpones presidential primary to June due to coronavirus pandemic,3,,,,
824,F,"Picture of Sao Paulo graveyard, being prepared secretly for Covid 19 victims by Brazil government",3,,,,
827,T,One New York City restaurateur has kept his kitchen open to make and deliver donated Italian meals to health-care workers on the frontlines of the coronavirus response,3,,,,
829,F,Guatemala Secretary of Economy shared a video where the NYT praises the management of Guatemalan Governement during this COVID-19 crisis,3,,,,
832,T,"Lawyers for Julian Assange to apply for bail, citing risk of coronavirus",3,,,,
833,T,Maryland governor closes all non-essential businesses over coronavirus concerns,3,,,,
835,T,McDonald's changes Golden Arches logo amid coronavirus outbreak to demonstrate social distancing,3,,,,
836,T,"New Jersey residents seeking coronavirus tests inundated the state’s two drive-thru testing centers, with one site reaching capacity before it even opened, as testing across the U.S. is hampered by a lack of supplies",3,,,,
838,F,Indian Home ministry declares posting about COVID-19 on WhatsApp groups a punishable offence,3,,,,
839,T,Popeyes offering fans Netflix username and password for those stuck at home during coronavirus outbreak,3,,,,
840,T,Katharine McPhee and David Foster have been performing mini concerts together while self-isolating at home because of the coronavirus outbreak,3,,,,
841,T,"Michigan became the latest state to issue a stay-at-home order to its residents, joining a growing list of places on lockdown across the country as lawmakers try to thwart the spread of the coronavirus",3,,,,
842,T,"Germany's Angela Merkel tests negative for coronavirus, continues quarantine",3,,,,
843,T,Minnesota Gov. Tim Walz announced that he is in self-quarantine after coming into contact with an individual who tested positive for the novel coronavirus,3,,,,
844,T,"Hong Kong coronavirus battle includes banning all touring arrivals, halting alcohol sales",3,,,,
845,T,NFL to make changes to draft process as league moves on from Vegas over coronavirus,3,,,,
846,T,Sen. Amy Klobuchar announced that her husband has tested positive for coronavirus and that he is currently being treated in a Virginia hospital,3,,,,
847,T,South Africa goes on 21-day lockdown as coronavirus cases surge,3,,,,
852,T,Opera singer Plácido Domingo tests positive for coronavirus in Spain,3,,,,
855,F,"Image of piles of money scattered on the street and a text saying that “Italian people are throwing money on the streets as a reminder that money can’t buy everything, as exemplified by the COVID-19 pandemic”",3,,,,
858,F,Is there a censorship against the use of chloroquine as a treatment,3,,,,
860,T,New Zealand to impose month-long coronavirus lockdown as residents told to 'go home',3,,,,
863,T,SpaceX joins automakers' offer to build ventilators for coronavirus patients,3,,,,
865,T,"Former Real Madrid president Lorenzo Sanz died Saturday from the new coronavirus, his family said. He was 76",4,,,,
866,F,Posting anything on coronavirus will be a punishable offence because Disaster Management Act has been implemented,3,,,,
869,T,"Olga Kurylenko, a Ukrainian-born model who played alongside Daniel Craig in “Quantum of Solace,�?announced on Instagram that she fully recovered from the coronavirus",3,,,,
873,T,Singapore is closing its borders starting Tuesday after recording its first two deaths because of the coronavirus pandemic,3,,,,
882,F,Image of herd of deer sitting on a street interpreted as different locations in Sri Lanka and India,3,,,,
888,T,"GameStop: Beginning today, 3/22, we’ll be offering a contactless delivery service called Delivery@Door at all US store locations where state/local laws allow.",3,,,,
890,T,"LA strip club violates emergency order to close, checks patron’s temperature at door",3,,,,
891,T,LOS ANGELES - Fears over the rapidly spreading novel coronavirus outbreak are causing authorities to take extra precautions with mass gatherings and events around the world,3,,,,
892,T,"Glastonbury Festival, one of the longest running and most prominent music and arts festivals announced the cancellation of this years event due to COVID-19",3,,,,
898,T,"New York's governor ordered all Broadway theaters to shut their doors in the face of ongoing coronavirus concerns, plunging into darkness one of the city's most popular tourist attractions and causing turmoil in the run-up to the Tony Awards",3,,,,
899,T,"Live Nation informed its employees that while some select shows are still scheduled, all remaining touring concerts will be canceled from now through April",3,,,,
905,T,"On March 9, Boston Mayor Marty Walsh cancelled the city’s St. Patrick’s Day Parade, which hosts anywhere from 600,000 to 1 million attendees every year, according to Trip Savvy",3,,,,
916,F,RAI TV news report from 2015. proves SARS-CoV-2 was made in a Chinese laboratory,3,,,,
922,F,People who got a flu shot are at a greater risk from Covid-19,3,,,,
923,T,First COVID-19 testing site opens in Fort Bend County,4,,,,
924,T,HISD cancels food distribution as COVID-19 precautions heighten,3,,,,
925,T,Houston SPCA provides 'puppy stress relief' to city officials and emergency responders,3,,,,
927,T,Many North Texans who are under a stay-at-home order due to the coronavirus are looking for a way to get out of the house and get some exercise while still adhering to social distancing. Mansfield offering a Flatten the Curve Virtual Marathon,3,,,,
932,F,"partly Sneezing spreads droplets as far as 8 meters, and these droplets can stay suspended in the air for up to 24 hours. The velocity of sneezing is up to 35 meters per second",3,,,,
933,T,FedEx confirms Houston employee tested positive for COVID19,4,,,,
936,T,"Lakewood Church is partnering with the Gulf Coast Regional Blood Center to hold an emergency blood drive on Monday, March 23 through Friday, March 27 from 9 a.m. to 6 p.m. daily",3,,,,
939,T,"Luck Reunion may have been canceled but the show will go on. Many of the artists that were scheduled to perform in Luck, Texas will now be performing at a free, live streaming event on March 19",3,,,,
940,T,Port of Houston halts Bayport and Barbours Cut operations until March 20 due to COVID-19 case,3,,,,
941,F,Muammar Gaddafi predicted “they” will create viruses and sell us the cures,3,,,,
952,F,People older than 60 not given medical help in Italy anymore,3,,,,
958,T,"Ireland is closing all schools, colleges, childcare facilities and cultural institutions until March 29",3,,,,
961,T,Israel announces 2-week quarantine for all overseas arrivals amid coronavirus concerns,3,,,,
963,T,"Stocks, oil prices plunge as coronavirus closes sites around world",3,,,,
967,T,Puppies from Atlanta Humane Society visit Georgia Aquarium during COVID-19 closure,3,,,,
968,T,REAL ID enforcement deadline pushed back to 2021,3,,,,
973,T,"Roberto Stella, president of the Order of Doctors in Varese, died at age 67 from respiratory failure after contracting the coronavirus",3,,,,
974,T,"Giorgi Valoti, the mayor of Cene, died at age 70 on March 13 also from a COVID-19-related illness",3,,,,
975,T,"Franck Riester, French minister of culture, and Brune Poirson, the secretary of state to the minister of ecological and inclusive transition, both tested positive for the coronavirus",4,,,,
